test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps,pca
"[[-0.021969668567180634, -0.00435807928442955, 0.02424580603837967]]",4384,"[0.6242532134056091, 0.12047962099313736, 0.05412374436855316]","[-0.842555582523346, -0.9655190110206604, 0.7183291912078857, -0.9841627478599548]",False,"[0.5671361684799194, -0.0592484250664711, 0.029999999329447746]","[[0.6245604753494263, 0.11459185183048248, 0.0469181053340435, 0.0549490824341774, 0.6242532134056091, 0.12047962099313736, 0.05412374436855316, -0.00724452780559659, 0.1520807296037674, -0.00929082091897726]]","[0.464673787355423, 0.13171395659446716, -2.528135061264038, 1.6437183618545532, -1.1636000871658325, 0.2930390238761902]","[[-0.01713656634092331, -0.007133234292268753, 0.022966478019952774]]","[1, 5]",12.141601803,-0.19012229144573212,25.0,4384.0,1748233144.3287516,11.0,
"[[0.0027677356265485287, -0.0034509561955928802, -1.2263655662536621e-05]]",4387,"[0.5839386582374573, -0.007508871611207724, 0.03453075513243675]","[-0.00866544246673584, -0.9191572666168213, -0.4627290964126587, -0.9097692966461182]",False,"[0.5671361684799194, -0.0592484250664711, 0.029999999329447746]","[[0.5837209224700928, -0.0008886571740731597, 0.02969721518456936, 0.05535051226615906, 0.5839386582374573, -0.007508871611207724, 0.03453075513243675, 0.00048665120266377926, 0.03397947549819946, 0.0066975378431379795]]","[0.21817205846309662, 0.03345225006341934, -1.6435543298721313, 1.2643426656723022, -1.181186556816101, 0.2821139097213745]","[[0.0018489897483959794, -0.00647297129034996, -0.00038673169910907745]]","[1, 5]",12.149095542,-0.054587848484516144,25.0,4387.0,1748233144.336249,14.0,
"[[-0.013890111818909645, -0.0456274151802063, -0.012265736237168312]]",4402,"[0.41652607917785645, 0.23353268206119537, 0.02998734824359417]","[-0.2777867317199707, -0.9125956892967224, -0.24556773900985718, 0.8720837831497192]",False,"[0.5290839076042175, -0.06650126725435257, 0.029999999329447746]","[[0.6308236718177795, -0.024468708783388138, 0.18765510618686676, 0.0702739953994751, 0.41652607917785645, 0.23353268206119537, 0.02998734824359417, -7.362991891568527e-05, 1.7159907656605355e-05, 7.197692411864409e-06]]","[0.03122311644256115, -0.03586535155773163, -0.04084363207221031, -0.03549278527498245, 0.07735385000705719, 0.20057085156440735]","[[-0.006273353472352028, -0.021161075681447983, -0.002533355727791786]]","[1, 5]",12.209101555,-0.3204522430896759,27.0,4402.0,1748233144.370337,0.0,
"[[-0.01339984592050314, -0.029750116169452667, -0.016654182225465775]]",4419,"[0.5586034059524536, 0.010847978293895721, 0.03047684207558632]","[-0.23262512683868408, -0.9092285633087158, -0.3179086446762085, -0.8986791372299194]",False,"[0.5290839076042175, -0.06650126725435257, 0.029999999329447746]","[[0.5566334128379822, -0.0015259524807333946, 0.022288359701633453, 0.053747937083244324, 0.5586034059524536, 0.010847978293895721, 0.03047684207558632, 0.011753156781196594, -0.005372971761971712, 0.01794624887406826]]","[0.1622972935438156, -0.295840859413147, -0.983728289604187, 1.7851048707962036, -0.8907567262649536, 0.2645259201526642]","[[-0.01476032193750143, -0.028062406927347183, -0.016660824418067932]]","[1, 5]",12.25294304,-0.08279211819171906,27.0,4419.0,1748233144.4054253,17.0,
"[[0.00042534471140243113, 0.04834337159991264, -0.04701501503586769]]",4425,"[0.6007808446884155, 0.04786723479628563, 0.030405433848500252]","[0.008484244346618652, 0.9752753973007202, -0.9319799542427063, 0.9325778484344482]",False,"[0.4686964154243469, 0.058025721460580826, 0.029999999329447746]","[[0.5935755968093872, 0.02179444395005703, 0.06572780758142471, 0.07830505073070526, 0.6007808446884155, 0.04786723479628563, 0.030405433848500252, -0.013935267925262451, -2.998389936692547e-05, -2.9126444132998586e-05]]","[0.0748504176735878, -0.024294927716255188, -0.06491299718618393, 0.01873987913131714, -0.039919473230838776, -0.002502724528312683]","[[0.004451578948646784, 0.004080422222614288, 0.004742611199617386]]","[1, 5]",12.253149483,-0.1324751228094101,28.0,4425.0,1748233144.4179318,3.0,
"[[0.008202040567994118, -0.041982557624578476, -0.027585307136178017]]",4443,"[0.5229813456535339, -0.27132314443588257, 0.031190175563097]","[0.16409683227539062, -0.8646553158760071, -0.5277021527290344, 0.5060319900512695]",False,"[0.5927694439888, 0.09677035361528397, 0.029999999329447746]","[[0.5158535242080688, -0.25061699748039246, 0.05964522063732147, 0.07694472372531891, 0.5229813456535339, -0.27132314443588257, 0.031190175563097, 0.04083855077624321, 3.780157157962094e-06, -4.288765921955928e-06]]","[0.22687336802482605, 0.17456431686878204, -0.2758755385875702, 0.1886681616306305, -0.04254915565252304, 0.007054589688777924]","[[0.003110552206635475, -0.00982564315199852, -0.009041057899594307]]","[1, 5]",12.301048503,-0.3746526539325714,29.0,4443.0,1748233144.456869,7.0,
"[[-0.013644513674080372, -0.035685837268829346, -0.04794597625732422]]",4459,"[0.6316612958908081, -0.03940590098500252, 0.02998989447951317]","[-0.2728819251060486, -0.7137163877487183, -0.9589114189147949, 0.9386186599731445]",False,"[0.6062393188476562, 0.052956774830818176, 0.029999999329447746]","[[0.6217103600502014, -0.047416962683200836, 0.0509832426905632, 0.07999787479639053, 0.6316612958908081, -0.03940590098500252, 0.02998989447951317, -2.6363338179180573e-08, -3.436150564084528e-06, -1.1077822819061112e-05]]","[0.12529335916042328, 0.004401251673698425, 0.026194777339696884, -0.01813603937625885, -0.016245760023593903, -0.03210100531578064]","[[0.0006162552163004875, -0.004477277398109436, 0.006496857851743698]]","[1, 5]",12.344976299,-0.09579739719629288,30.0,4459.0,1748233144.493883,4.0,
"[[0.08840221166610718, 0.39206740260124207, -0.0423382893204689]]",4469,"[0.5300674438476562, -0.14154863357543945, 0.029999999329447746]","[0.2417922019958496, 0.969728946685791, -0.9113975763320923, 0.6119974851608276]",True,"[0.6981392502784729, -0.12989617884159088, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5300674438476562, -0.14154863357543945, 0.029999999329447746, 0, 0, 0]]","[0.3312661349773407, 0.1528475284576416, -0.7907264828681946, 0.4078123867511749, -0.3534650206565857, 0.08568330109119415]","[[-0.01550436019897461, 0.23414045572280884, -0.18074651062488556]]","[1, 5]",12.345359248,-0.04637051373720169,31.0,4469.0,1748233144.5133953,6.0,
"[[-0.04766882583498955, -0.0494065098464489, -0.029397891834378242]]",4483,"[0.45050084590911865, -0.11696701496839523, 0.029989486560225487]","[-0.9533729553222656, -0.9881206750869751, -0.587956428527832, 0.7664531469345093]",False,"[0.6933901309967041, 0.12463559210300446, 0.029999999329447746]","[[0.5012277364730835, -0.031250812113285065, 0.1085163801908493, 0.07985623925924301, 0.45050084590911865, -0.11696701496839523, 0.029989486560225487, 2.5152271376782664e-08, -1.7315138393314555e-05, -1.0942968401650432e-05]]","[0.05665221065282822, -0.027740851044654846, 0.0066317059099674225, -0.02095501869916916, -0.017230667173862457, -0.005013957619667053]","[[-0.010977338999509811, -0.0026719309389591217, -0.003231396898627281]]","[1, 5]",12.389080421,-0.3425886929035187,33.0,4483.0,1748233144.5421906,3.0,
"[[-0.0039817034266889095, 0.03244723007082939, -0.049987323582172394]]",4496,"[0.4886685013771057, 0.07322084158658981, 0.029987357556819916]","[-0.07958698272705078, 0.6489607095718384, -0.9999992251396179, 0.9997971057891846]",False,"[0.5787740349769592, 0.11627369374036789, 0.029999999329447746]","[[0.6413859724998474, 0.021622920408844948, 0.17111489176750183, 0.07027394324541092, 0.4886685013771057, 0.07322084158658981, 0.029987357556819916, -1.6662395864841528e-05, -7.380306487902999e-05, 7.399258265650133e-06]]","[0.03122313693165779, -0.035865865647792816, -0.04084373638033867, -0.03549332171678543, 0.07735367119312286, 0.2005711942911148]","[[-0.006925666239112616, 0.010825114324688911, -0.023714717477560043]]","[1, 5]",12.38964134,-0.09986268728971481,35.0,4496.0,1748233144.572152,0.0,
"[[0.02470826543867588, 0.04901350289583206, 0.0331549271941185]]",4526,"[0.6114532947540283, 0.2930906116962433, 0.02998976595699787]","[0.4941617250442505, 0.9802753925323486, 0.6630984544754028, -0.7099130153656006]",False,"[0.41164523363113403, -0.06762824952602386, 0.029999999329447746]","[[0.6969243288040161, 0.03229326754808426, 0.1463659703731537, 2.108192553862409e-08, 0.6114532947540283, 0.2930906116962433, 0.02998976595699787, 1.2531740139820613e-05, 3.35032586917805e-06, 1.4808519154030364e-05]]","[0.056673865765333176, -0.02773360162973404, 0.006577197462320328, -0.02091936022043228, -0.017258919775485992, -0.005012154579162598]","[[0.013639265671372414, 0.000504322350025177, 0.027571145445108414]]","[1, 5]",12.451191072,-0.4123607277870178,37.0,4526.0,1748233144.6392584,3.0,
"[[0.005761331412941217, 0.04849892854690552, 0.02978876233100891]]",4527,"[0.611453115940094, 0.2930908799171448, 0.02998976595699787]","[0.11522305011749268, 0.9699839353561401, 0.5957752466201782, -0.5892330408096313]",False,"[0.41164523363113403, -0.06762824952602386, 0.029999999329447746]","[[0.7007190585136414, 0.07412973791360855, 0.1671074777841568, 1.7322390988283587e-07, 0.611453115940094, 0.2930908799171448, 0.02998976595699787, 1.2541671821963973e-05, 3.3503274607937783e-06, 1.85684984899126e-05]]","[0.1253005862236023, 0.004401348531246185, 0.026189863681793213, -0.01812414824962616, -0.016247399151325226, -0.032098203897476196]","[[0.001966422889381647, 0.006662726402282715, 0.009047254920005798]]","[1, 5]",12.452877926,-0.41236087679862976,37.0,4527.0,1748233144.6409404,4.0,
"[[-0.018891531974077225, 0.030285412445664406, -0.03343937546014786]]",4532,"[0.6114524006843567, 0.293092280626297, 0.02998996153473854]","[-0.3778306245803833, 0.6057112216949463, -0.6687843799591064, 0.8391661643981934]",False,"[0.41164523363113403, -0.06762824952602386, 0.029999999329447746]","[[0.6360151171684265, 0.26627281308174133, 0.07100025564432144, 0.07779589295387268, 0.6114524006843567, 0.293092280626297, 0.02998996153473854, 1.236517277902749e-06, 5.2414588225246916e-08, 3.274296614108607e-05]]","[0.03812114894390106, 0.24438032507896423, 0.07365259528160095, 0.02614271268248558, 0.11665784567594528, 0.0395069420337677]","[[-0.0012983866035938263, 0.0022609177976846695, 0.0014106258749961853]]","[1, 5]",12.461417952,-0.412361741065979,37.0,4532.0,1748233144.6491845,9.0,
"[[-0.013428382575511932, -0.018652230501174927, -0.0023711174726486206]]",4540,"[0.4561183452606201, 0.09924256056547165, 0.036248065531253815]","[-0.9614006876945496, -0.9707374572753906, -0.4566371440887451, -0.9571245908737183]",False,"[0.41164523363113403, -0.06762824952602386, 0.029999999329447746]","[[0.44308212399482727, 0.10354539006948471, 0.03658280521631241, 0.05595456063747406, 0.4561183452606201, 0.09924256056547165, 0.036248065531253815, 0.0009022378362715244, 0.29077303409576416, 0.01070739608258009]]","[0.28263795375823975, -0.32905256748199463, -1.044071912765503, 1.6644161939620972, -1.488693356513977, 0.3986198306083679]","[[-0.013700149953365326, -0.008364632725715637, -0.003265444189310074]]","[1, 5]",12.481243129,-0.1728084683418274,37.0,4540.0,1748233144.6681914,17.0,
"[[-0.04481413587927818, 0.004339374601840973, -0.008711016736924648]]",4544,"[0.4623170495033264, -0.04101249575614929, 0.0578620620071888]","[-0.8318405151367188, -0.9154091477394104, 0.1092609167098999, -0.8601522445678711]",False,"[0.41164523363113403, -0.06762824952602386, 0.029999999329447746]","[[0.4450341463088989, -0.03074498288333416, 0.05463173985481262, 0.054194629192352295, 0.4623170495033264, -0.04101249575614929, 0.0578620620071888, -0.008389033377170563, 0.18786367774009705, -0.006556112784892321]]","[0.029555002227425575, -1.2660502195358276, 0.6987128853797913, 3.656170129776001, -1.0429387092590332, 0.4535127282142639]","[[-0.04102056846022606, -0.008111193776130676, -0.012312735430896282]]","[1, 5]",12.532839879,-0.06365789473056793,37.0,4544.0,1748233144.6792011,21.0,
"[[-0.016311882063746452, 0.015592175535857677, -0.02776479534804821]]",4554,"[0.4148559868335724, 0.2568453550338745, 0.029989982023835182]","[-0.32623761892318726, 0.3118429183959961, -0.5552949905395508, 0.39871811866760254]",False,"[0.46047845482826233, 0.07695067673921585, 0.029999999329447746]","[[0.4461860656738281, 0.22309619188308716, 0.08092408627271652, 0.06093589588999748, 0.4148559868335724, 0.2568453550338745, 0.029989982023835182, 2.0395148681018327e-07, 3.8671973356940725e-07, 4.773200998897664e-05]]","[0.14391900599002838, 0.16041254997253418, 0.06494326889514923, 0.000681556761264801, 0.06634450703859329, -0.0025976598262786865]","[[-0.0028900187462568283, 0.0032884804531931877, -0.005605628713965416]]","[1, 5]",12.533238347,-0.18558961153030396,39.0,4554.0,1748233144.697619,7.0,
"[[0.01647493988275528, -0.00243435800075531, 0.012274283915758133]]",4575,"[0.5986509323120117, -0.0836867168545723, 0.08251693844795227]","[0.9388275146484375, 0.9585423469543457, 0.6888928413391113, -0.994142472743988]",False,"[0.6728029251098633, 0.21518371999263763, 0.029999999329447746]","[[0.5944987535476685, -0.08476203680038452, 0.0747850090265274, 0.0577203631401062, 0.5986509323120117, -0.0836867168545723, 0.08251693844795227, 0.006601155735552311, 0.005729628261178732, -0.0002512138453312218]]","[0.20491132140159607, 0.08807850629091263, -2.963850498199463, 1.7914756536483765, -1.3141151666641235, 0.19488464295864105]","[[0.01672957092523575, 0.0054007843136787415, 0.012589961290359497]]","[1, 5]",12.57733231,-0.3123781085014343,40.0,4575.0,1748233144.7415376,13.0,
"[[-0.022043148055672646, -0.04928943142294884, -0.012432140298187733]]",4588,"[0.4805617928504944, -0.2720210552215576, 0.029989412054419518]","[-0.44086354970932007, -0.9857796430587769, -0.24864280223846436, 0.7911025285720825]",False,"[0.5050351619720459, 0.2028413563966751, 0.029999999329447746]","[[0.4856020212173462, -0.12282481789588928, 0.13835439085960388, 0.07999792695045471, 0.4805617928504944, -0.2720210552215576, 0.029989412054419518, 3.006728547916282e-06, -2.4504341126885265e-05, -1.4128427210380323e-05]]","[0.125292107462883, 0.004400372505187988, 0.02620653808116913, -0.018142059445381165, -0.01624167710542679, -0.032102689146995544]","[[-0.0038825366646051407, -0.006881769746541977, -0.0025639208033680916]]","[1, 5]",12.6247939,-0.4754926264286041,41.0,4588.0,1748233144.7714574,4.0,
"[[0.002908420516178012, -0.04930277541279793, -0.014397526159882545]]",4589,"[0.4805617928504944, -0.2720206081867218, 0.029989412054419518]","[0.05816841125488281, -0.986046552658081, -0.2879505157470703, 0.5200366973876953]",False,"[0.5050351619720459, 0.2028413563966751, 0.029999999329447746]","[[0.48555558919906616, -0.16216066479682922, 0.12750805914402008, 0.07999972254037857, 0.4805617928504944, -0.2720206081867218, 0.029989412054419518, 3.0067303669056855e-06, -2.4508342903573066e-05, -1.6952526493696496e-05]]","[0.15962320566177368, 0.054159976541996, 0.04072364792227745, -0.012322403490543365, 0.005066342651844025, -0.03154410421848297]","[[0.002954852534458041, -0.009966481477022171, -0.003551194444298744]]","[1, 5]",12.62483729,-0.4754921793937683,41.0,4589.0,1748233144.7731059,5.0,
"[[0.020276285707950592, 0.02638161927461624, 0.00862625427544117]]",4595,"[0.49943068623542786, -0.23714271187782288, 0.03251013904809952]","[0.8044953346252441, 0.9930343627929688, 0.21890628337860107, -0.8346399664878845]",False,"[0.5050351619720459, 0.2028413563966751, 0.029999999329447746]","[[0.4880375564098358, -0.22565428912639618, 0.031725674867630005, 0.05407324433326721, 0.49943068623542786, -0.23714271187782288, 0.03251013904809952, -0.010989139787852764, 0.03813830390572548, -0.008355308324098587]]","[0.14518840610980988, 0.3475000262260437, -0.867522656917572, 0.5647520422935486, -0.2582066059112549, 0.14242054522037506]","[[0.01769978553056717, 0.01828264445066452, 0.008006205782294273]]","[1, 5]",12.625053431,-0.4400269091129303,41.0,4595.0,1748233144.784828,11.0,
"[[0.002411615801975131, 0.02902217209339142, -0.009794415906071663]]",4601,"[0.5266607403755188, 0.01989247277379036, 0.029805272817611694]","[-0.05017495155334473, 0.9487377405166626, -0.4053308963775635, -0.9789616465568542]",False,"[0.5050351619720459, 0.2028413563966751, 0.029999999329447746]","[[0.5106351971626282, 0.02675538882613182, 0.02592235989868641, 0.05429527163505554, 0.5266607403755188, 0.01989247277379036, 0.029805272817611694, 0.001606218982487917, -0.002350905677303672, 0.006995974108576775]]","[0.1361912190914154, -0.28914928436279297, -1.371954083442688, 1.7622150182724, -1.3519965410232544, 0.29048964381217957]","[[0.0013772367965430021, 0.007882680743932724, -0.0006043538451194763]]","[1, 5]",12.625264772,-0.18422268331050873,41.0,4601.0,1748233144.7992709,17.0,
"[[0.011804558336734772, 0.011791877448558807, 0.007123482413589954]]",4606,"[0.560060441493988, 0.182601198554039, 0.032155074179172516]","[0.6457455158233643, 0.9321267604827881, 0.17185842990875244, -0.8958582878112793]",False,"[0.5050351619720459, 0.2028413563966751, 0.029999999329447746]","[[0.5414831638336182, 0.19096499681472778, 0.025331297889351845, 0.05423709377646446, 0.560060441493988, 0.182601198554039, 0.032155074179172516, -0.013753654435276985, 0.058417074382305145, -0.0012273238971829414]]","[0.7969400882720947, -0.6927417516708374, 1.1534191370010376, 2.225555896759033, -0.852268636226654, 0.6462979316711426]","[[0.012075163424015045, 0.012832678854465485, 0.006063307635486126]]","[1, 5]",12.668818244,-0.0586693212389946,41.0,4606.0,1748233144.8124115,22.0,
