test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps
"[[-0.0003979444445576519, -0.043137773871421814, -0.044980425387620926]]",6829,"[0.5706902146339417, -0.20045194029808044, 0.030285321176052094]","[0.003069162368774414, -0.8692464232444763, -0.9017742872238159, 0.9251294136047363]",False,"[0.5597917437553406, 0.19191166758537292, 0.029999999329447746]","[[0.5590772032737732, -0.17892612516880035, 0.06027582287788391, 0.07911388576030731, 0.5706902146339417, -0.20045194029808044, 0.030285321176052094, 0.009887933731079102, -6.686350957352261e-07, 0.00019105500541627407]]","[0.13583412766456604, 0.009672626852989197, -0.03853660076856613, 0.014749627560377121, -0.04381192475557327, -0.023001208901405334]","[[-0.013625288382172585, -0.007242798805236816, -0.041790932416915894]]","[1, 5]",19.463504176,-0.39251503348350525,9,6829,1748251637.0049832,4
"[[0.022904910147190094, 0.023457132279872894, -0.0033730424474924803]]",6839,"[0.60045325756073, 0.11512333899736404, 0.029953526332974434]","[0.7081921100616455, 0.929219126701355, -0.07336610555648804, -0.8512440323829651]",False,"[0.5597917437553406, 0.19191166758537292, 0.029999999329447746]","[[0.5873094797134399, 0.12848828732967377, 0.02154977060854435, 0.051874544471502304, 0.60045325756073, 0.11512333899736404, 0.029953526332974434, -0.003913809545338154, -0.0009892862290143967, 0.01886690780520439]]","[0.6809545159339905, -0.19710302352905273, -1.4771101474761963, 1.9171191453933716, -2.1737942695617676, 0.5250774025917053]","[[0.019305385649204254, 0.013203062117099762, -0.00352962757460773]]","[1, 5]",19.463863141,-0.08688963204622269,9,6839,1748251637.0304654,14
"[[-0.0036164552439004183, 0.04825486242771149, -0.04854719340801239]]",6883,"[0.6212727427482605, 0.08874930441379547, 0.029989857226610184]","[-0.07231718301773071, 0.9651000499725342, -0.9709354043006897, 0.9831728935241699]",False,"[0.48885318636894226, -0.08455346524715424, 0.029999999329447746]","[[0.6184184551239014, 0.08255027234554291, 0.0645236149430275, 0.07924066483974457, 0.6212727427482605, 0.08874930441379547, 0.029989857226610184, -1.147312911342624e-08, -4.78068341180915e-06, -5.980632067803526e-06]]","[0.017395077273249626, -0.028289616107940674, -0.013015221804380417, -0.020284883677959442, 0.02111934870481491, 0.05704571306705475]","[[0.004628834314644337, 0.00254228338599205, 0.004387360066175461]]","[1, 5]",19.579586774,-0.21810269355773926,13,6883,1748251637.1294415,2
"[[-0.006712144240736961, 0.003244105726480484, -0.0012851636856794357]]",6890,"[0.5196343064308167, 0.02800177037715912, 0.06099444627761841]","[-0.4330207109451294, -0.9655510187149048, -0.3230966329574585, -0.9400235414505005]",False,"[0.48885318636894226, -0.08455346524715424, 0.029999999329447746]","[[0.5270146727561951, 0.042442917823791504, 0.055269960314035416, 0.05448683723807335, 0.5196343064308167, 0.02800177037715912, 0.06099444627761841, -0.0008826144621707499, -0.03306130692362785, -0.005250017624348402]]","[0.16586582362651825, 0.11630424857139587, -2.679420232772827, 1.6423691511154175, -1.3817470073699951, 0.25561320781707764]","[[-0.006592398509383202, -0.011864949017763138, -0.0024593640118837357]]","[1, 5]",19.57988789,-0.12073447555303574,13,6890,1748251637.1476178,9
"[[-0.04737662151455879, -0.03131484612822533, -0.038123443722724915]]",6909,"[0.461626261472702, -0.0317014679312706, 0.029989903792738914]","[-0.9475312232971191, -0.6263002157211304, -0.762466311454773, 0.7914055585861206]",False,"[0.511509358882904, 0.06521669775247574, 0.029999999329447746]","[[0.5053838491439819, -0.02410699427127838, 0.09649132192134857, 0.07998241484165192, 0.461626261472702, -0.0317014679312706, 0.029989903792738914, 8.731698812880495e-07, 2.3189957119029714e-06, 2.600467996671796e-05]]","[0.056604497134685516, -0.02774503082036972, 0.006606869399547577, -0.02096591889858246, -0.017217405140399933, -0.004975989460945129]","[[-0.009861398488283157, -0.009168587625026703, -0.003019370138645172]]","[1, 5]",19.635763021,-0.10900208353996277,15,6909,1748251637.1926794,3
"[[0.01847597397863865, 0.05184175819158554, -0.01145227998495102]]",6960,"[0.686244547367096, -0.17885822057724, 0.03000773675739765]","[0.38735318183898926, 0.9974880218505859, -0.22868096828460693, -0.012149810791015625]",False,"[0.567939043045044, 0.13022203743457794, 0.029999999329447746]","[[0.6978264451026917, -0.17952539026737213, 0.021900014951825142, 0.07922010868787766, 0.686244547367096, -0.17885822057724, 0.03000773675739765, -0.0005969665362499654, 1.9887372673110804e-06, -0.04971332103013992]]","[0.16429457068443298, 0.05656925216317177, 0.0053103007376194, 0.009251661598682404, -0.006996430456638336, -0.027405858039855957]","[[0.029320502653717995, 0.04274348169565201, 0.0187216829508543]]","[1, 5]",19.775384695,-0.3309483230113983,18,6960,1748251637.3092694,5
"[[-0.011515138670802116, -0.00014609843492507935, -0.009501572698354721]]",6965,"[0.596373438835144, 0.024420930072665215, 0.05663098767399788]","[-0.507936418056488, 0.9630533456802368, -0.4005342721939087, -0.941886842250824]",False,"[0.567939043045044, 0.13022203743457794, 0.029999999329447746]","[[0.5959336757659912, 0.011808078736066818, 0.05136417597532272, 0.056345678865909576, 0.596373438835144, 0.024420930072665215, 0.05663098767399788, -0.0026306696236133575, 0.030155744403600693, 0.0019990361761301756]]","[0.2469099760055542, 0.16591185331344604, -2.7848024368286133, 1.726460576057434, -1.5113905668258667, 0.2724316716194153]","[[-0.01355057768523693, 0.006128128618001938, -0.010616373270750046]]","[1, 5]",19.775620538,-0.11274571716785431,18,6965,1748251637.3223913,10
"[[-0.007635119836777449, 0.04900244623422623, -0.013417708687484264]]",6975,"[0.530529797077179, 0.25683265924453735, 0.029989857226610184]","[-0.15269523859024048, 0.9800399541854858, -0.2683541774749756, -0.3228667974472046]",False,"[0.43610864877700806, -0.037585578858852386, 0.029999999329447746]","[[0.599480390548706, 0.11405117809772491, 0.1396094411611557, 6.000232588121435e-06, 0.530529797077179, 0.25683265924453735, 0.029989857226610184, 5.2619129746744875e-06, 2.658812491063145e-06, -4.518964487942867e-05]]","[0.15961141884326935, 0.05415426567196846, 0.040693771094083786, -0.012298829853534698, 0.005065999925136566, -0.03153759241104126]","[[-0.0010466012172400951, 0.006242498755455017, -0.0023140935227274895]]","[1, 5]",19.776126579,-0.3091883659362793,19,6975,1748251637.3461754,5
"[[-0.018987908959388733, 0.04596877843141556, -0.035705164074897766]]",6978,"[0.530530571937561, 0.2568318545818329, 0.029989954084157944]","[-0.37975817918777466, 0.9193767309188843, -0.7141013145446777, 0.6177321672439575]",False,"[0.43610864877700806, -0.037585578858852386, 0.029999999329447746]","[[0.555483877658844, 0.2361164689064026, 0.08660664409399033, 0.07121970504522324, 0.530530571937561, 0.2568318545818329, 0.029989954084157944, 1.265937044081511e-06, 5.218472551860032e-07, -6.131085683591664e-05]]","[0.10264997184276581, 0.2046467661857605, 0.06783777475357056, 0.013053007423877716, 0.09763842821121216, 0.017347022891044617]","[[-0.00408567488193512, 0.005709253251552582, -0.010348491370677948]]","[1, 5]",19.778103516,-0.3091878592967987,19,6978,1748251637.3515172,8
"[[0.001776969525963068, -0.004129286855459213, 0.0002058139070868492]]",7001,"[0.532869815826416, -0.058189377188682556, 0.029649918898940086]","[-0.07931160926818848, -0.9182342290878296, -0.21706384420394897, -0.9242272973060608]",False,"[0.5104740262031555, -0.10888045281171799, 0.029999999329447746]","[[0.5297132730484009, -0.05043451488018036, 0.023260323330760002, 0.05862925946712494, 0.532869815826416, -0.058189377188682556, 0.029649918898940086, -0.004027963615953922, -0.0031321311835199594, 0.0015815726947039366]]","[0.1576458066701889, -0.04182732105255127, -2.3007707595825195, 1.6701903343200684, -1.6149400472640991, 0.3062747120857239]","[[0.00048557529225945473, -0.008665990084409714, 0.0007059937343001366]]","[1, 5]",19.851706461,-0.05541912093758583,20,7001,1748251637.409564,12
"[[0.015730619430541992, 0.0319506898522377, 0.022443240508437157]]",7010,"[0.45627397298812866, 0.0698721632361412, 0.0354684516787529]","[0.4864656925201416, 0.45808935165405273, 0.5540201663970947, -0.9420140385627747]",False,"[0.5239303112030029, -0.2798740565776825, 0.029999999329447746]","[[0.43743887543678284, 0.08348596096038818, 0.029589897021651268, 0.05467500910162926, 0.45627397298812866, 0.0698721632361412, 0.0354684516787529, -0.00443524494767189, 0.11402972787618637, -0.01206434890627861]]","[0.4952956438064575, 0.20919960737228394, -1.4134025573730469, 0.7998431921005249, -0.41033032536506653, 0.05015949904918671]","[[0.016924351453781128, 0.0070481132715940475, 0.0200895257294178]]","[1, 5]",19.895268447,-0.3562719523906708,21,7010,1748251637.428637,7
"[[-0.1863105595111847, 0.10010990500450134, -0.00367557629942894]]",7037,"[0.6817278265953064, -0.08637955039739609, 0.029999999329447746]","[-0.928309440612793, -0.9029642343521118, -0.712467610836029, -0.872816264629364]",True,"[0.546052873134613, -0.11857668310403824, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.6817278265953064, -0.08637955039739609, 0.029999999329447746, 0, 0, 0]]","[0.2457166612148285, -0.02833808958530426, -1.411588191986084, 1.311812162399292, -1.1159311532974243, 0.26580488681793213]","[[-0.145553320646286, 0.024478185921907425, -0.17532053589820862]]","[1, 5]",19.923980699,-0.048439472913742065,22,7037,1748251637.4973857,16
"[[-0.009161606431007385, 0.024992685765028, -0.045061513781547546]]",7045,"[0.5106688141822815, 0.11243788152933121, 0.029950790107250214]","[-0.18372803926467896, 0.4940817356109619, -0.9157836437225342, 0.7722277641296387]",False,"[0.5961013436317444, 0.08545804768800735, 0.029999999329447746]","[[0.516280472278595, 0.12136591225862503, 0.036107420921325684, 0.07996733486652374, 0.5106688141822815, 0.11243788152933121, 0.029950790107250214, 0.0012927978532388806, 7.640715011802968e-06, -0.0005125342286191881]]","[0.1917225867509842, 0.17485837638378143, -0.1535423994064331, 0.10614170134067535, -0.036883629858493805, 0.02519996464252472]","[[-0.008006229996681213, 0.006012815982103348, -0.022192861884832382]]","[1, 5]",19.97161573,-0.08959147334098816,23,7045,1748251637.5124276,7
"[[-0.04310005530714989, 0.019290639087557793, -0.011738172732293606]]",7074,"[0.4121212363243103, -0.09204845875501633, 0.029989412054419518]","[-0.8620010614395142, 0.38582170009613037, -0.23476344347000122, 0.7111233472824097]",False,"[0.6665656566619873, 0.22441263496875763, 0.029999999329447746]","[[0.4883832037448883, -0.10664822906255722, 0.11929544806480408, 0.07566201686859131, 0.4121212363243103, -0.09204845875501633, 0.029989412054419518, 3.006728547916282e-06, -2.4504341126885265e-05, -1.4128427210380323e-05]]","[0.125292107462883, 0.004400372505187988, 0.02620653808116913, -0.018142059445381165, -0.01624167710542679, -0.032102689146995544]","[[-0.013304676860570908, 0.00608079694211483, -0.002091056667268276]]","[1, 5]",20.015866792,-0.40606600046157837,26,7074,1748251637.5772169,4
"[[0.02979891374707222, 0.020641811192035675, 0.016559965908527374]]",7086,"[0.6117953658103943, 0.17428089678287506, 0.030659696087241173]","[0.9834704399108887, 0.7241995334625244, 0.3219914436340332, -0.9208557605743408]",False,"[0.6665656566619873, 0.22441263496875763, 0.029999999329447746]","[[0.6149889230728149, 0.17420640587806702, 0.02618730068206787, 0.054830264300107956, 0.6117953658103943, 0.17428089678287506, 0.030659696087241173, -0.011177005246281624, -0.0006281759706325829, 0.007006710860878229]]","[0.16680172085762024, -0.3185591995716095, -1.0182654857635498, 2.0579347610473633, -1.258512020111084, 0.34475359320640564]","[[0.026418495923280716, 0.011677660048007965, 0.01785694807767868]]","[1, 5]",20.059490764,-0.07425235956907272,26,7086,1748251637.6064496,16
"[[-0.01205484289675951, 0.047923874109983444, -0.016895806416869164]]",7138,"[0.6095703840255737, 0.29319748282432556, 0.02998976595699787]","[-0.24110043048858643, 0.9584834575653076, -0.33791613578796387, 0.03286290168762207]",False,"[0.4007038176059723, -0.012764779850840569, 0.029999999329447746]","[[0.6525604128837585, 0.18439199030399323, 0.12778523564338684, 0.0028870704118162394, 0.6095703840255737, 0.29319748282432556, 0.02998976595699787, 1.2543971024570055e-05, 3.3503317808936117e-06, 2.957360447908286e-05]]","[0.1438903510570526, 0.1604461818933487, 0.06497763097286224, 0.0006757751107215881, 0.06638099253177643, -0.0025870054960250854]","[[-0.0006622495129704475, 0.006833057850599289, 0.0011395309120416641]]","[1, 5]",20.155988276,-0.3704566955566406,30,7138,1748251637.7217512,7
"[[-0.032443396747112274, -0.023511365056037903, -0.016456104815006256]]",7144,"[0.6073012948036194, 0.28764641284942627, 0.03358655795454979]","[-0.703937828540802, -0.9476050734519958, -0.4878801107406616, 0.3880537748336792]",False,"[0.4007038176059723, -0.012764779850840569, 0.029999999329447746]","[[0.6101633310317993, 0.28235387802124023, 0.030878746882081032, 0.08001314848661423, 0.6073012948036194, 0.28764641284942627, 0.03358655795454979, -0.12739184498786926, 0.000741874857340008, -0.07802590727806091]]","[0.2183118313550949, 0.15693984925746918, -1.9942405223846436, 1.1803606748580933, -1.3699947595596313, 0.3351919651031494]","[[-0.0165439173579216, -0.017186656594276428, -0.009577738121151924]]","[1, 5]",20.199339826,-0.36461248993873596,30,7144,1748251637.7343168,13
"[[-0.0064157843589782715, 0.015417030081152916, -0.04543497413396835]]",7167,"[0.5796781182289124, 0.1125018373131752, 0.029988892376422882]","[-0.1276683807373047, 0.39279425144195557, -0.908717930316925, 0.8655011653900146]",False,"[0.6162505745887756, -0.052465081214904785, 0.029999999329447746]","[[0.580780565738678, 0.12209801375865936, 0.027720164507627487, 0.08004925400018692, 0.5796781182289124, 0.1125018373131752, 0.029988892376422882, 3.684832699946128e-05, 7.964487735989678e-08, 0.0155956344678998]]","[0.05666008219122887, -0.027737721800804138, 0.006583079695701599, -0.02092926949262619, -0.01725182682275772, -0.005007937550544739]","[[0.0033252835273742676, 0.003858296200633049, 0.0013451911509037018]]","[1, 5]",20.215279729,-0.16897226870059967,32,7167,1748251637.7879856,3
"[[0.0023608682677149773, -0.0450715646147728, -0.00043976609595119953]]",7169,"[0.5926275849342346, 0.14581657946109772, 0.031298667192459106]","[0.15718436241149902, -0.5261437892913818, -0.044363200664520264, -0.7669382691383362]",False,"[0.6162505745887756, -0.052465081214904785, 0.029999999329447746]","[[0.5905187726020813, 0.13406550884246826, 0.02358475886285305, 0.05748256295919418, 0.5926275849342346, 0.14581657946109772, 0.031298667192459106, 0.008826252073049545, -0.005746882408857346, 0.02900117076933384]]","[0.27863839268684387, 0.09911447763442993, -0.6152989864349365, 0.31631162762641907, -0.2865639925003052, 0.05451017618179321]","[[0.0015339134261012077, -0.022740403190255165, -0.0007982563693076372]]","[1, 5]",20.221729703,-0.199688121676445,32,7169,1748251637.793623,5
"[[-0.09498878568410873, 0.2809576392173767, -0.004835957661271095]]",7195,"[0.5843376517295837, -0.233822301030159, 0.029999999329447746]","[-0.35852599143981934, 0.9217984676361084, -0.17397552728652954, -0.9101099967956543]",True,"[0.5256820321083069, -0.11081299185752869, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5843376517295837, -0.233822301030159, 0.029999999329447746, 0, 0, 0]]","[0.35143062472343445, 0.14949525892734528, -1.0410804748535156, 0.534558892250061, -0.5147662162780762, 0.13911214470863342]","[[-0.15081533789634705, 0.058100126683712006, -0.17600880563259125]]","[1, 5]",20.291753451,-0.021980520337820053,34,7195,1748251637.857885,6
"[[0.012404507957398891, -0.012630324810743332, 0.022790536284446716]]",7298,"[0.544857919216156, 0.13852480053901672, 0.03631092980504036]","[0.3088260889053345, 0.09779608249664307, 0.5839223861694336, -0.9843236207962036]",False,"[0.5682604908943176, -0.22160667181015015, 0.029999999329447746]","[[0.5442999601364136, 0.1346530020236969, 0.02823770046234131, 0.05643821507692337, 0.544857919216156, 0.13852480053901672, 0.03631092980504036, -0.017887532711029053, 0.018248120322823524, 0.0002255985455121845]]","[0.588647186756134, 0.21563272178173065, -1.773066759109497, 1.0047982931137085, -0.5497718453407288, 0.07563163340091705]","[[0.015530473552644253, 0.002121973317116499, 0.0268661268055439]]","[1, 5]",20.543479963,-0.3609462380409241,39,7298,1748251638.083352,7
